Longitude,Latitude,Name,Description,House,Address,Tags,Category
103.7430996,1.392073885,McDonald's - Choa Chu Kang Neighbourhood 5,Limbang Shopping Centre,533,Choa Chu Kang Street 51,Fastfood,Eats
103.8292349,1.43083237,McDonald's - Chong Pang CC,Chong Pang Community Centre,21,Yishun Ring Road,Fastfood,Eats
103.7519039,1.38115529,McDonald's - Chua Chu Kang CC,Choa Chu Kang Community Centre,35,Teck Whye Avenue,Fastfood,Eats
103.8564218,1.311305165,McDonald's - City Square Mall,City Square Mall,180,Kitchener Road,Fastfood,Eats
103.7654768,1.31248298,McDonald's - Clementi Ave 3,,451,Clementi Avenue 3,Fastfood,Eats
103.7642482,1.314853218,McDonald's - Clementi Mall,Clementi Mall,3155,Commonwealth Avenue West,Fastfood,Eats
103.905996,1.301887334,McDonald's - Parkway,Parkway Parade,1,Marine Parade Central Parkway Centre,Fastfood,Eats
103.9497157,1.372449816,McDonald's - Pasir Ris Central,White Sands Shopping Centre,1,Pasir Ris Central Street 3,Fastfood,Eats
103.9518225,1.374448456,McDonald's - Pasir Ris Sports & Recreation Centre,Pasir Ris Sports & Recreation Centre,120,Pasir Ris Central,Fastfood,Eats
103.8925506,1.31867575,McDonald's - Paya Lebar Square,Paya Lebar Square,60,Paya Lebar Road,Fastfood,Eats
103.8425196,1.284133909,McDonald's - People's Park,People's Park Complex,1,Park Road,Fastfood,Eats
103.6970201,1.34159108,McDonald's - Pioneer Mall,Pioneer Mall,638,Jurong West Street 61,Fastfood,Eats
103.8450476,1.300747543,McDonald's - Plaza Singapura,Plaza Singapura,68,Orchard Road,Fastfood,Eats
103.8677743,1.332354352,McDonald's - Potong Pasir,,148,Potong Pasir Avenue 1,Fastfood,Eats
103.801127,1.273676578,McDonald's - PSA,PSA Building (Alexandra Retail Centre),460,Alexandra Road,Fastfood,Eats
103.9134641,1.393606242,McDonald's - Punggol 21 Community Centre,Punggol 21 Community Centre,80,Punggol Field,Fastfood,Eats
103.9060319,1.410113282,McDonald's - Punggol Safra,Punggol Safra,9,Sentul Crescent,Fastfood,Eats
103.8021104,1.304061641,McDonald's - Queensway,Ridout Tea Garden,580,Queensway,Fastfood,Eats
103.8033911,1.287617916,McDonald's - Queensway Shopping Centre,Queensway Shopping Centre,1,Queensway,Fastfood,Eats
103.8527683,1.293760279,McDonald's - Raffles City Shopping Centre,Raffles City Shopping Centre,252,North Bridge Road,Fastfood,Eats
103.8182226,1.283431072,Mcdonald's - REGAL,REGAL,3501,Jalan Bukit Merah,Fastfood,Eats
103.819459,1.256573486,McDonald's - Resorts World Sentosa,Resorts World Sentosa,26,Sentosa Gateway,Fastfood,Eats
103.9044716,1.392197776,McDonald's - Rivervale Mall,Rivervale Mall,11,Rivervale Crescent,Fastfood,Eats
103.8542137,1.329886512,McDonald's - Safra TPY,Toa Payoh Safra Club House,293,Toa Payoh Lorong 6,Fastfood,Eats
103.7639619,1.380517328,Kopitiam - Bukit Panjang Plaza,Bukit Panjang Plaza,1,Jelebu Road,Cafés,Eats
103.9492944,1.34068474,Kopitiam - Changi General Hospital,Changi General Hospital,2,Simei Street 3,Cafés,Eats
103.9481934,1.341318526,Kopitiam - Changi General Hospital (Integrated Building),IB@Changi General Hospital,6A,Simei Street 3,Cafés,Eats
103.8794503,1.37566728,Kopitiam - Hougang 1,Hougang 1 Shopping Mall,1,Hougang Street 91,Cafés,Eats
103.7467345,1.334898437,Kopitiam - IMM,IMM,2,Jurong East Street 21,Cafés,Eats
103.8186256,1.262063364,Kopitiam - Bagus @ Harbourfront Centre,Harbourfront Centre,,1 Maritime Square,Cafés,Eats
103.7627412,1.378349713,Kopitiam - Hillion Mall,Hillion Mall,,17 Petir Road,Cafés,Eats
103.8940672,1.318856103,Kopitiam - Singapore Post,Singapore Post Centre,,10 Eunos Road 8,Cafés,Eats
103.9623893,1.334325156,Kopitiam - Changi City Point,Changi City Point,,5 Changi Business Park Central 1,Cafés,Eats
103.7421539,1.333295062,Kopitiam - Jurong East MRT,Jurong East MRT,10,Jurong East Street 12,Cafés,Eats
103.8412365,1.417999256,Kopitiam - Wisteria Mall,Wisteria Mall,59B,Yishun Ring Road,Cafés,Eats
103.8914669,1.40212842,Kopitiam - Sumang,,231,Sumang lane,Cafés,Eats
103.7856887,1.436007845,BAGUS @ Causeway Point,Causeway Point,1,Woodlands Square,Cafés,Eats
103.8434707,1.27458821,Koufu - 100AM,100AM Shopping Mall,100,Tras Street,Cafés,Eats
103.856412,1.377892032,Koufu - AMK ITE,ITE College Central,2,Ang Mo Kio Drive,Cafés,Eats
103.80501,1.288614687,Koufu - Anchorpoint,Anchorpoint,370,Alexandra Road,Cafés,Eats
103.8373281,1.301403315,Koufu - Cathay Cineleisure Orchard,Cathay Cineleisure,8,Grange Road,Cafés,Eats
103.6997823,1.349425454,Koufu - Gek Poh Shopping Centre,Gek Poh Shopping Mall,762,Jurong West Street 75,Cafés,Eats
103.7431704,1.33320021,Koufu - JEM,JEM Shopping Mall,50,Jurong Gateway Road,Cafés,Eats
103.7715625,1.332762597,KouFu - Nee Ann Polytechnic,,51,535 Clementi Road,Cafés,Eats
103.6788181,1.346764651,Koufu - NTU,South Spine Food Court,50,Nanyang Avenue,Cafés,Eats
103.7734922,1.303995508,Koufu - NUS Utown,University Town,1,Create Way,Cafés,Eats
103.7829712,1.446237734,Koufu - Republic Polytechnic,South Food Court,9,Woodlands Avenue 9,Cafés,Eats
103.901558,1.38493202,Koufu - Rivervale Plaza,Rivervale Plaza,118,Rivervale Drive,Cafés,Eats
103.8195433,1.453845183,Koufu - Sembawang Mart,Sembawang Mart,511,Canberra Road,Cafés,Eats
103.7882145,1.306848818,Koufu - The Kitchen - The Star Vista,The Star Vista,1,Vista Exchange Green,Cafés,Eats
103.8309198,1.354669019,Koufu - Thomson Plaza,Thomson Plaza,301,Upper Thomson Road,Cafés,Eats
103.8470504,1.332965491,Koufu - Toa Payoh Centre,,500,Toa Payoh Lorong 6,Cafés,Eats
103.798141,1.445622899,Koufu - Woodland Mart - Fork & Spoon,Woodlands Mart,768,Woodlands Avenue 6,Cafés,Eats
103.798141,1.445622899,Koufu - Woodland Mart,Woodlands Mart,768,Woodlands Avenue 6,Cafés,Eats
103.7465581,1.397301904,Koufu - Yew Tee Point,Yew Tee Point,21,Choa Chu Kang North,Cafés,Eats
103.8438921,1.320429661,Koufu - Square 2,Square 2,,10 Sinaran Drive,Cafés,Eats
103.8554112,1.299113161,LeNu - Bugis Junction,Bugis Juction,200,Victoria Street,Restaurants,Eats
103.89498,1.39209415,LeNu - Compass One,Compass One,1,Sengkang Square,Restaurants,Eats
103.8215893,1.263895802,LeNu - Vivo City,Vivo City,1,Harbourfront Walk,Restaurants,Eats
103.8014895,1.440415298,McDonald's - Admiralty,,678A,Woodlands Avenue 6,Fastfood,Eats
103.8273459,1.319436168,McDonald's - Alocassia,Alocassia Building,383,Bukit Timah Road,Fastfood,Eats
103.8471539,1.369315175,McDonald's - Ang Mo Kio,Big Mac Centre,51,Ang Mo Kio Avenue 3,Fastfood,Eats
103.838169,1.373551784,McDonald's - Ang Mo Kio 4,,163,Ang Mo Kio Avenue 4,Fastfood,Eats
103.8563966,1.367441901,McDonald's - Ang Mo Kio Ave 10,,448,Ang Mo Kio Avenue 10,Fastfood,Eats
103.84474,1.372474433,McDonald's - Ang Mo Kio Park,,10,Ang Mo Kio Street 12,Fastfood,Eats
103.8510556,1.325126527,McDonald's - Balestier Shaw Plaza,Shaw Plaza (Balestier),360,Balestier Road,Fastfood,Eats
103.7762505,1.34239284,McDonald's - Beauty World,Beauty World Centre,144,Upper Bukit Timah,Fastfood,Eats
103.9292677,1.324772068,McDonald's - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Fastfood,Eats
103.9253073,1.331313862,McDonald's - Bedok North,Bedok North Shopping Mall,539,Bedok North Street 3,Fastfood,Eats
103.9216633,1.337860418,McDonald's - Bedok Reservior,,744,Bedok Reservoir,Fastfood,Eats
103.9141451,1.332050943,McDonald's - Bedok Reservoir,,632,Bedok Reservoir Road,Fastfood,Eats
103.8378537,1.423877598,NTUC Foodfare - KTPH,Khoo Teck Puat Hospital (KTPH),90,Yishun Central,Supermarkets,Eats
103.8542974,1.279105668,NTUC Foodfare - MBFC,Marina Bay Financial Centre (MBFC),12,Marina Boulevard,Supermarkets,Eats
103.7990648,1.274827483,NTUC Foodfare - Mapletree Business City (Kitchen Loft),Mapletree Business City,20,Pasir Panjang Road,Supermarkets,Eats
103.7437958,1.384548392,NTUC Foodfare - Choa Chu Kang,,303,Choa Chu Kang Ave 4,Supermarkets,Eats
103.8760677,1.391393058,NTUC Foodfare - The Seletar Mall,The Seletar Mall,33,Sengkang West Avenue,Supermarkets,Eats
103.8200461,1.449050816,NTUC Foodfare - Sembawang MRT,Sembawang MRT Station,11,Canberra Road,Supermarkets,Eats
103.7401767,1.333268187,Kopitiam - Jcube,Jcube,2,Jurong East Central 1,Cafés,Eats
103.7053082,1.339364021,FEAST - Jurong Point,Jurong Point,63,Jurong West Central 2,Restaurants,Eats
103.7064609,1.339830153,Cantine @ Jurong Point,Jurong Point,1,Jurong West Central 2,Restaurants,Eats
103.8466501,1.310448527,Kopitiam - KKH,KK Women's and Children's Hospital (KKH),100,Bukit Timah Road,Cafés,Eats
103.7438655,1.335533819,Kopitiam - Ng Teng Fong Hospital,Ng Teng Fong General Hospital Tower B,2,Jurong East Street 21,Cafés,Eats
103.8436568,1.320211,Kopitiam - Novena Square,Novena Square,238,Thomson Road,Cafés,Eats
103.7827095,1.293953054,Kopitiam - NUH,"National University Hospital (NUH), Main Building Lobby",5,Lower Kent Ridge Road,Cafés,Eats
103.8450476,1.300747543,Kopitiam - Plaza Singapura,Plaza Singapura,68,68 Orchard road,Cafés,Eats
103.8348706,1.281783403,Kopitiam - SGH Housemen's Canteen,Housemen's Canteen,10,College Road,Cafés,Eats
103.8307218,1.279939682,Kopitiam - Singapore General Hospital,Singapore General Hospital (SGH),7,Outram Road,Cafés,Eats
103.8194621,1.448226532,Kopitiam - Sunplaza,Sun Plaza,30,Sembawang Drive,Cafés,Eats
103.8576755,1.294879041,Kopitiam - Suntec City,"Suntec City, Tower 3",3,Temasek Boulevard,Cafés,Eats
103.9450195,1.35431556,Kopitiam - Tampines 1,Tampines 1,10,Tampines Central 1,Cafés,Eats
103.944388,1.352672316,Kopitiam - Tampines Mall,Tampines Mall,4,Tampines Central 5,Cafés,Eats
103.9851697,1.354370736,Kopitiam - Terminal 3,Changi Airport Terminal 3,65,"Airport Boulevard, Changi Airport Terminal 2",Cafés,Eats
103.8269351,1.286463453,Kopitiam - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Cafés,Eats
103.845389,1.321715977,Kopitiam - TTSH,Tan Tock Seng Hospital (TTSH),11,Jalan Tan Tock Seng,Cafés,Eats
103.8625256,1.307809275,Kopitiam - V Hotel,V Hotel,70,Jellicoe Road,Cafés,Eats
103.8215893,1.263895802,Kopitiam - Vivo City,Vivo City,1,Harbourfront Walk,Cafés,Eats
103.8372422,1.423767455,Kopitiam - Yishun Community Hospital,Yishun Community Hospital,2,Yishun Central 2,Cafés,Eats
103.83171,1.438346966,Kopitiam - North Point,North Point Shopping Centre,,No. 930 Yishun Avenue 2,Cafés,Eats
103.988751,1.35519094,Kopitiam - Terminal 2,Changi Airport Terminal 2,,60 Airport Boulevard,Cafés,Eats
103.89498,1.39209415,Kopitiam - Compass One,Compass One,,1 Sengkang Drive,Cafés,Eats
103.901558,1.38493202,Kopitiam - Rivervale Plaza,Rivervale Plaza,118,Rivervale Drive,Cafés,Eats
103.7641289,1.314989185,McDonald's - Clementi Mall (Kiosk),Clementi Bus Interchange,441,Commonwealth Avenue West,Fastfood,Eats
103.8521282,1.283856981,McDonald's - Clifford Ctr,Clifford Centre,24,Raffles Place,Fastfood,Eats
103.89498,1.39209415,McDonald's - Compass Point (Sengkang),Compass One,1,Sengkang Square,Fastfood,Eats
103.9535991,1.377140734,McDonald's - Downtown East,"EHUB,Downtown East",1,Pasir Ris Close,Fastfood,Eats
103.9530245,1.342706186,McDonald's - Eastpoint Mall,Eastpoint mall,3,Simei Street 6,Fastfood,Eats
103.9424764,1.378429437,McDonald's - Elias Community Centre,Elias Community Centre,93,Pasir Ris Drive 3,Fastfood,Eats
103.7707683,1.383580441,McDonald's - Fajar,Fajar Shopping Centre,445,Fajar Road,Fastfood,Eats
103.8136963,1.322590597,McDonald's - Farrer Road,Serene Centre,10,Jalan Serene Serene Centre,Fastfood,Eats
103.828509,1.306195795,McDonald's - Forum Galleria,Forum Galleria,583,Orchard Road,Fastfood,Eats
103.8611498,1.281297198,McDonald's - Garden by the Bay,Gardens By The Bay,18,Marina Gardens Drive,Fastfood,Eats
103.6977321,1.348743572,McDonald's - Gek Poh Shopping Mall,Gek Poh Shopping Mall,762,Jurong West Street 75,Fastfood,Eats
103.8861593,1.320525957,McDonald's - Geylang East Central,,113,Aljunied Avenue 2,Fastfood,Eats
103.8317579,1.293802346,McDonald's - Great World City,Great World City,1,Kim Seng Promenade,Fastfood,Eats
103.8186256,1.262063364,McDonald's - Harbour Front Centre,Harbourfront Centre,1,Maritime Square,Fastfood,Eats
103.7627412,1.378349713,McDonald's - Hillion Mall,Hillion Mall,17,Petir Road,Fastfood,Eats
103.8866361,1.358696797,McDonald's - Hougang,Kovan City,208,Hougang Street 21,Fastfood,Eats
